device_id,health_indicator,firmware_status,maintenance_group,support_team,diagnostic_flag,health_score,battery_voltage,error_count,restart_count,maintenance_cost
DEV101931,good,pending,A,Team1,OK,41.15428235,3.511196008,14,9,101.6517041
DEV101932,critical,outdated,C,Team2,OK,14.11931845,3.495628963,11,8,746.7811498
DEV101933,warning,updated,C,Team2,OK,65.52622425,4.905001987,15,7,260.7001687
DEV101934,warning,updated,C,Team3,CHECK,21.92268088,4.888430216,13,4,994.3096881
DEV101935,??,pending,B,Team1,CHECK,46.8770762,3.007476597,10,2,660.1311998
DEV101936,critical,updated,A,Team1,FAIL,64.01327247,4.76503844,14,3,730.9351814
DEV101937,warning,pending,C,Team1,CHECK,26.73730023,3.196696017,8,9,910.9718913
DEV101938,warning,outdated,C,Team2,OK,15.76718394,4.618885193,3,3,440.8938625
DEV101939,warning,outdated,C,Team3,CHECK,26.38748558,4.960262925,14,8,692.3252932
DEV101940,good,outdated,C,Team2,CHECK,2.184672215,4.941435623,2,6,130.1070776
DEV101941,critical,updated,B,Team3,CHECK,46.87402145,4.84382851,18,7,459.8890943
DEV101942,critical,outdated,A,Team1,CHECK,37.97062044,4.14241196,19,3,476.9183064
DEV101943,good,pending,C,Team3,FAIL,65.49951651,3.43747711,2,8,643.1825375
DEV101944,warning,outdated,C,Team3,OK,41.57332389,3.676614146,2,4,938.8147649
DEV101945,warning,updated,B,Team2,CHECK,80.43019333,4.341626619,3,9,782.7000547
DEV101946,warning,outdated,B,Team3,CHECK,36.96118289,4.256049005,1,8,782.0443347
DEV101947,critical,updated,B,Team2,FAIL,63.86340028,4.907485055,19,9,241.8493597
DEV101948,warning,updated,A,Team3,CHECK,22.29251987,3.024320568,1,5,496.0796439
DEV101949,good,outdated,A,Team1,FAIL,79.28992758,3.589084669,0,7,144.1333842
DEV101950,critical,outdated,C,Team2,CHECK,85.10774809,3.110047694,0,7,901.1092022
DEV101951,good,pending,C,Team2,FAIL,66.00694484,4.031678183,11,8,636.5643682
DEV101952,warning,updated,B,Team1,FAIL,18.30071261,4.959966394,1,4,631.8780612
DEV101953,warning,pending,C,Team3,CHECK,82.38339524,4.530343746,5,8,999.2663426
DEV101954,warning,updated,A,Team3,FAIL,34.62418536,3.638969071,15,1,209.0350479
DEV101955,critical,outdated,C,Team2,FAIL,31.0855415,3.89591426,18,2,758.9424729
DEV101956,warning,outdated,A,Team1,FAIL,50.9337908,4.473928503,9,9,692.9779062
DEV101957,critical,outdated,A,Team2,CHECK,56.58951804,3.679882083,4,7,769.8199097
DEV101958,warning,outdated,B,Team3,CHECK,79.16399966,4.580769466,15,6,655.317965
DEV101959,good,updated,B,Team3,OK,74.65619601,4.257029019,16,3,693.4743403
DEV101960,good,outdated,C,Team2,FAIL,28.1793773,4.940971903,6,0,981.3908128
DEV101961,warning,pending,C,Team2,FAIL,58.05158926,4.73645265,19,5,938.7828676
DEV101962,warning,pending,A,Team1,OK,42.64216992,3.729991733,8,2,547.5233354
DEV101963,warning,pending,B,Team2,OK,28.60103501,3.684458418,18,3,400.2886753
DEV101964,warning,pending,A,Team1,OK,63.28290365,4.514706818,11,0,953.049169
DEV101965,warning,outdated,B,Team3,FAIL,34.78383933,4.269424828,2,2,691.5325016
DEV101966,good,updated,C,Team3,CHECK,42.47061343,4.090140176,1,7,886.5992735
DEV101967,warning,outdated,B,Team3,OK,57.35990552,4.758274625,12,3,466.9516238
DEV101968,warning,pending,B,Team2,OK,90.08403253,4.253795021,18,9,536.8237336
DEV101969,critical,updated,A,Team2,FAIL,31.75091574,3.366763545,11,1,246.7912564
DEV101970,good,pending,A,Team3,OK,7.330637563,3.728922517,9,1,833.4029708
DEV101971,critical,outdated,B,Team2,OK,58.98176946,4.967191759,0,2,591.7182192
DEV101972,warning,outdated,A,Team1,OK,76.51751384,3.734220613,8,1,958.6300342
DEV101973,critical,updated,C,Team1,CHECK,20.08629539,3.532176554,0,4,356.2427793
DEV101974,good,pending,C,Team1,CHECK,95.78189044,4.112126681,5,8,272.4831005
DEV101975,good,updated,A,Team3,CHECK,54.25458693,3.917123951,9,6,911.3986268
DEV101976,warning,pending,B,Team2,CHECK,40.82380101,4.878282903,17,6,117.1893255
DEV101977,warning,updated,A,Team3,FAIL,24.58768301,3.93655729,2,0,232.4382169
DEV101978,good,pending,C,Team1,FAIL,72.44599216,3.661995903,18,7,892.9646001
DEV101979,critical,updated,A,Team3,FAIL,43.20136413,4.291254701,1,6,925.8626931
DEV101980,good,outdated,C,Team2,FAIL,56.8089881,3.218710862,6,0,991.919557
DEV101981,warning,pending,A,Team3,OK,10.29539055,3.470204735,11,6,632.9196272
DEV101982,critical,pending,A,Team1,OK,13.08146803,3.520023755,0,4,905.3098003
DEV101983,critical,outdated,A,Team1,OK,32.48662282,3.594973955,7,9,586.8214305
DEV101984,warning,pending,B,Team1,OK,26.3359346,4.043176284,11,9,226.1139911
DEV101985,critical,pending,A,Team3,OK,47.290783,3.557025826,8,3,985.3266304
DEV101986,warning,updated,C,Team2,FAIL,47.83345268,4.839335069,13,8,485.4891429
DEV101987,warning,pending,C,Team3,OK,77.72581475,4.509108905,2,6,626.4698843
DEV101988,critical,pending,A,Team3,CHECK,88.80823874,4.330284405,8,1,856.961846
DEV101989,good,outdated,C,Team2,CHECK,99.6761409,3.886424712,19,4,797.7901503
DEV101990,warning,updated,A,Team2,CHECK,69.3668313,3.117969146,0,5,904.0191117
DEV101991,warning,outdated,C,Team2,OK,40.66628203,3.37440883,18,2,829.316209
DEV101992,warning,outdated,A,Team2,CHECK,1.847647143,4.656071904,19,2,850.6788209
DEV101993,warning,outdated,C,Team3,FAIL,30.4862248,4.483612718,5,2,717.8651419
DEV101994,good,outdated,C,Team1,CHECK,96.92876057,4.727175452,7,4,495.7360923
DEV101995,warning,outdated,C,Team1,CHECK,96.05798595,3.430131239,12,0,750.701988
DEV101996,good,updated,C,Team2,FAIL,87.75969234,3.096049113,19,1,512.868391
DEV101997,good,pending,A,Team2,OK,10.69965349,3.009303042,7,0,897.3515586
DEV101998,good,updated,C,Team3,FAIL,7.623141414,3.319251888,15,8,877.877571
DEV101999,warning,outdated,C,Team2,CHECK,18.5465842,3.318514385,6,5,956.2007605
DEV102000,critical,outdated,C,Team2,FAIL,43.73890801,3.0973347,6,8,297.6795177
DEV102001,warning,pending,B,Team1,FAIL,86.95678908,3.895498044,9,4,958.6049404
DEV102002,critical,pending,A,Team2,FAIL,42.66137397,3.895458657,11,1,591.1017994
DEV102003,good,outdated,B,Team2,FAIL,85.04841769,4.876324486,17,4,331.8404956
DEV102004,warning,outdated,B,Team3,OK,25.77353541,4.718007634,1,9,656.8520961
DEV102005,critical,outdated,A,Team1,OK,80.51211784,3.572430548,12,5,337.1593326
DEV102006,good,pending,C,Team2,OK,78.14671364,4.711502605,13,6,323.3514058
DEV102007,critical,updated,C,,CHECK,0.945858961,4.765797307,5,9,851.8558186
DEV102008,critical,updated,C,Team3,OK,98.99546581,3.979446392,1,7,190.6678174
DEV102009,warning,pending,B,Team2,OK,33.90232638,4.322820835,16,9,723.9638059
DEV102010,critical,updated,C,Team1,CHECK,21.84164438,4.973082449,1,9,393.3546355
DEV102011,critical,updated,C,Team1,OK,45.21247401,3.030658576,1,0,332.7739745
DEV102012,critical,pending,B,Team3,CHECK,89.67768008,4.52630821,9,2,328.2871153
DEV102013,good,pending,A,Team3,OK,4.628580337,3.021037312,2,4,423.7961208
DEV102014,critical,pending,A,Team2,CHECK,7.922414343,3.694156768,6,9,920.2717513
DEV102015,critical,updated,B,Team1,OK,33.68736635,4.033736137,14,7,759.5265878
DEV102016,good,pending,C,Team2,FAIL,20.88398037,3.079983597,9,3,129.9370382
DEV102017,??,outdated,B,Team3,OK,65.1671846,4.482217704,10,1,372.4136181
DEV102018,warning,pending,A,Team1,CHECK,69.53613174,3.17531175,2,7,712.0098645
DEV102019,warning,outdated,B,Team1,FAIL,73.01210717,4.792837626,12,8,265.2277352
DEV102020,critical,updated,B,Team2,OK,75.05919413,4.763208364,2,9,654.2099042
DEV102021,critical,outdated,A,Team1,OK,51.73699028,4.352981571,6,7,523.4666367
DEV102022,critical,outdated,B,Team1,FAIL,31.19100873,4.540621375,14,7,284.0888125
DEV102023,warning,outdated,C,Team3,FAIL,6.478495996,3.801658279,19,4,626.5197105
DEV102024,warning,pending,C,Team1,FAIL,27.74249686,4.573097324,6,4,629.940648
DEV102025,good,outdated,B,Team3,OK,88.29875054,4.284698033,15,0,253.3757255
DEV102026,good,pending,A,Team1,FAIL,83.78591072,4.186578993,4,9,715.7574024
DEV102027,good,pending,C,Team2,OK,47.61810768,4.573709577,12,0,789.7477426
DEV102028,warning,pending,B,Team1,FAIL,96.91175334,4.562353683,1,5,814.3010311
DEV102029,good,outdated,B,Team3,OK,55.2776776,4.13704511,0,3,849.4459827
DEV102030,critical,updated,B,Team3,FAIL,39.59681491,3.983868264,4,0,865.3655591
DEV102031,warning,outdated,C,Team3,CHECK,28.92971127,4.311126181,11,2,941.2230007
DEV102032,critical,outdated,B,Team3,OK,78.37914677,4.959108377,8,7,166.0638804
DEV102033,good,updated,A,Team2,FAIL,16.38179935,3.193980559,9,6,197.3314841
DEV102034,good,updated,B,Team3,CHECK,87.19093556,4.514185642,14,3,837.9003765
DEV102035,,outdated,C,Team2,OK,42.58443245,4.376322531,14,2,245.824938
DEV102036,critical,pending,A,Team3,OK,91.33125108,3.839867028,11,6,497.0963279
DEV102037,good,pending,C,Team3,FAIL,84.28352856,4.35576281,18,3,861.9056159
DEV102038,critical,updated,A,Team2,OK,83.15837885,3.993766387,13,7,286.644403
DEV102039,critical,pending,A,Team2,CHECK,88.63364746,4.685038096,5,3,783.2084659
DEV102040,critical,outdated,C,Team3,FAIL,42.03660904,4.024474059,15,9,127.5410746
DEV102041,warning,updated,B,Team2,OK,53.08443986,4.023158881,16,6,487.6591329
DEV102042,critical,pending,A,Team3,FAIL,25.15279547,3.763527325,4,2,755.7684725
DEV102043,critical,outdated,A,Team2,OK,76.93497218,3.376651483,11,1,102.22668
DEV102044,good,outdated,A,Team1,FAIL,25.74261994,4.660009057,10,9,908.4986281
DEV102045,good,updated,A,Team2,FAIL,91.84290026,3.549120237,16,2,784.4025834
DEV102046,critical,outdated,A,Team2,FAIL,30.72139016,4.804187731,18,1,299.3652902
DEV102047,good,pending,A,Team1,FAIL,40.08621849,3.80760873,17,2,681.5131793
DEV102048,good,outdated,C,Team1,OK,94.45693715,4.271521604,17,0,896.4707475
DEV102049,good,pending,C,Team1,OK,11.06152351,3.249404019,0,5,741.6747192
DEV102050,good,updated,B,Team1,FAIL,3.743988517,3.19866334,10,3,139.9103613
DEV102051,good,updated,B,Team1,CHECK,73.9789349,4.454859869,0,9,820.7827843
DEV102052,critical,outdated,C,Team2,CHECK,13.0801946,4.261835569,7,1,785.6642301
DEV102053,warning,updated,C,Team1,OK,87.5863846,3.435364332,1,7,889.8833963
DEV102054,critical,outdated,C,Team3,CHECK,61.66064138,3.248128327,19,5,756.134671
DEV102055,critical,pending,C,Team3,CHECK,43.61708498,3.383560812,6,0,358.9017934
DEV102056,warning,pending,C,Team2,FAIL,57.42756041,3.577767938,13,0,708.8165826
DEV102057,warning,updated,A,Team1,OK,93.79343275,3.603484057,17,5,747.9387901
DEV102058,good,pending,C,Team2,FAIL,42.38938151,3.654717986,6,3,849.6872921
DEV102059,good,outdated,C,Team2,CHECK,10.49147057,4.502767489,3,5,900.4123267
DEV102060,warning,outdated,C,Team3,CHECK,60.53248828,4.876500337,3,5,390.0926924
DEV102061,good,updated,B,Team1,OK,41.46030705,4.686003942,10,8,917.8658805
DEV102062,good,updated,A,Team1,FAIL,93.92047802,4.476026536,6,3,646.3324701
DEV102063,good,outdated,A,Team3,CHECK,37.2003215,3.103509224,4,7,236.1805951
DEV102064,critical,outdated,A,Team2,FAIL,66.02781256,4.226729631,11,4,345.8437017
DEV102065,critical,pending,B,Team3,OK,73.07885729,4.652503768,5,7,761.1779499
DEV102066,critical,outdated,C,Team2,CHECK,72.3624916,4.752717373,0,0,499.3407433
DEV102067,critical,outdated,C,Team3,OK,1.134066793,4.377762383,2,6,605.2173564
DEV102068,warning,pending,B,Team2,CHECK,89.74073402,4.355502547,2,3,890.6723383
DEV102069,warning,outdated,B,Team3,CHECK,6.938002214,4.342902042,8,4,778.3479327
DEV102070,warning,updated,C,***,CHECK,68.07042965,3.03879852,5,1,146.6955252
DEV102071,good,updated,A,Team3,OK,99.68638656,4.636688694,15,6,845.1788087
DEV102072,critical,outdated,A,Team2,FAIL,0.143080603,3.653591762,9,7,225.7204133
DEV102073,critical,pending,B,Team2,FAIL,15.97641279,3.063414484,8,5,691.8456808
DEV102074,good,updated,C,Team2,OK,82.29213445,3.771551917,7,7,597.5832377
DEV102075,warning,updated,A,Team1,CHECK,7.984938381,4.154041672,2,5,481.2503763
DEV102076,good,outdated,C,Team2,OK,68.44036354,4.324608306,6,8,275.1246487
DEV102077,warning,outdated,C,Team1,CHECK,68.33315202,4.893940458,2,5,402.2969521
DEV102078,warning,outdated,B,Team2,OK,55.46514827,3.809148722,11,5,284.067382
DEV102079,warning,updated,B,Team1,FAIL,34.33172947,3.733794589,0,5,863.2342397
DEV102080,warning,pending,A,Team3,FAIL,98.73884339,3.415453259,1,5,674.8580123
DEV102081,warning,pending,B,Team2,FAIL,14.06362354,3.833307572,3,3,258.9136257
DEV102082,good,updated,C,Team2,CHECK,91.97301147,3.572729742,14,6,435.7389532
DEV102083,critical,pending,A,Team2,OK,98.76529782,4.821405028,8,8,848.3207354
DEV102084,warning,outdated,A,Team3,OK,47.85431145,4.190360228,16,2,215.7225887
DEV102085,warning,updated,C,Team3,FAIL,87.88457128,4.669615727,11,3,600.6696295
DEV102086,warning,pending,A,Team2,OK,52.8592363,4.161122514,17,5,728.1774372
DEV102087,warning,outdated,A,Team3,CHECK,20.21665257,3.490208175,2,3,441.4565463
DEV102088,warning,updated,A,Team3,CHECK,55.55648284,4.747928047,17,3,123.8706173
DEV102089,,pending,B,Team2,OK,47.61984474,4.205552551,13,0,969.9965622
DEV102090,warning,outdated,B,Team1,OK,63.19054871,4.817179724,9,3,252.3511574
DEV102091,critical,updated,C,Team3,CHECK,44.55292647,3.183592062,19,5,153.1806632
DEV102092,good,updated,C,Team3,CHECK,16.48581673,3.760368498,7,0,611.0045734
DEV102093,warning,pending,C,Team3,CHECK,87.79715069,4.416384198,6,6,712.4343257
DEV102094,good,updated,B,Team1,FAIL,6.83575185,4.013013498,17,6,454.7672494
DEV102095,critical,pending,A,Team2,CHECK,80.1315834,4.815834677,14,7,417.1114315
DEV102096,critical,updated,A,Team1,CHECK,98.58911941,4.105897404,4,2,454.7631009
DEV102097,critical,updated,A,Team3,OK,26.02680705,4.009787852,8,0,311.7427406
DEV102098,critical,pending,C,Team1,CHECK,36.63659322,3.143698243,6,6,353.377146
DEV102099,critical,updated,C,Team3,FAIL,49.29051784,3.000381104,19,9,293.1303391
DEV102100,good,pending,B,Team1,OK,42.69621278,3.388708875,8,3,579.3013639
DEV102101,critical,updated,C,Team3,OK,81.53707166,3.530514062,2,2,504.4053995
DEV102102,good,pending,B,Team3,OK,62.98368797,4.57460499,6,3,489.7818874
DEV102103,good,pending,C,Team3,FAIL,93.43024356,4.661787263,10,7,324.6719659
DEV102104,good,updated,A,Team1,OK,27.37621521,4.588919744,3,3,693.1047163
DEV102105,warning,updated,B,Team1,OK,31.79946911,4.295253464,17,6,280.4331839
DEV102106,warning,outdated,C,Team3,FAIL,75.12554491,4.729167454,1,3,231.3842741
DEV102107,critical,pending,C,Team3,OK,49.1958422,4.125758236,19,3,265.785246
DEV102108,critical,pending,C,Team3,FAIL,17.24232947,3.394284454,1,6,912.2829539
DEV102109,good,outdated,C,Team3,FAIL,53.93408878,3.363973636,19,0,807.3985684
DEV102110,good,updated,A,Team2,OK,98.30913007,3.3740356,14,5,717.2537473
DEV102111,warning,updated,C,Team3,FAIL,95.97344349,3.674297071,5,8,201.2987489
DEV102112,critical,outdated,C,Team1,FAIL,53.03925309,3.929241343,2,0,643.0815443
DEV102113,good,updated,C,Team2,FAIL,81.81447052,3.01496722,12,9,220.2071582
DEV102114,good,updated,B,Team2,FAIL,91.64699698,4.511984154,8,7,248.4477489
DEV102115,critical,outdated,C,Team3,OK,46.56828915,4.512965047,12,8,794.9565833
DEV102116,good,outdated,B,Team2,OK,87.25095241,4.275156327,11,6,894.389988
DEV102117,good,pending,A,Team1,FAIL,48.92093474,3.973327413,8,7,260.7527723
DEV102118,critical,updated,B,Team2,CHECK,58.44311482,4.581456995,17,6,211.3123357
DEV102119,critical,outdated,C,Team3,CHECK,76.1351288,4.375042982,11,4,164.6227863
DEV102120,warning,outdated,C,Team3,CHECK,15.95248685,4.835852072,0,6,800.0912452
DEV102121,good,pending,B,Team2,CHECK,82.02497113,4.730063689,14,5,205.1367942
DEV102122,warning,updated,A,Team2,CHECK,56.67121581,3.283573041,0,3,140.6016677
DEV102123,warning,outdated,C,Team2,OK,12.3776394,4.889757292,11,8,367.4204719
DEV102124,good,outdated,C,Team3,CHECK,87.01984013,3.593211763,15,6,720.1700584
DEV102125,warning,pending,B,Team2,FAIL,2.358121122,3.675470045,11,3,903.3731307
DEV102126,warning,updated,A,Team3,CHECK,82.13977427,4.354885527,19,8,933.2971247
DEV102127,critical,updated,A,Team1,OK,47.20579672,4.656266077,15,2,678.9906118
DEV102128,good,updated,B,Team2,OK,33.63261676,3.975622711,8,1,810.8738414
DEV102129,warning,updated,B,Team3,CHECK,69.32686347,4.240380245,17,0,604.7100449
DEV102130,critical,updated,A,Team2,OK,29.76558824,4.950381941,13,0,835.0906157
DEV102131,critical,outdated,A,Team2,OK,56.04303209,4.793063589,1,0,400.5362944
DEV102132,critical,updated,A,Team1,CHECK,85.01866371,4.774195082,15,7,402.6217927
DEV102133,warning,updated,B,Team2,OK,90.89597442,3.657938075,2,0,138.6630421
DEV102134,warning,outdated,A,Team3,OK,42.29060343,3.933700299,9,8,859.8851176
DEV102135,good,pending,B,Team1,OK,88.05257618,4.582026364,11,8,810.5309756
DEV102136,warning,outdated,C,Team3,FAIL,87.89714088,4.371404952,19,9,270.3412465
DEV102137,critical,updated,B,Team2,OK,71.89217618,4.675597819,16,5,637.6905403
DEV102138,warning,updated,A,Team2,CHECK,51.83412948,4.003423779,4,1,128.0289696
DEV102139,critical,updated,C,Team2,FAIL,76.39098727,3.760654229,1,5,599.6903909
DEV102140,good,updated,B,Team1,OK,69.14277863,4.758436743,8,6,633.1781918
DEV102141,critical,outdated,A,Team3,OK,13.16813543,4.056273771,1,3,967.4678083
DEV102142,critical,pending,A,Team2,CHECK,14.68921387,3.047590669,2,0,605.5490855
DEV102143,good,pending,B,Team2,OK,80.08832417,3.689856402,11,3,786.6251021
DEV102144,good,pending,A,Team2,FAIL,88.32164944,4.994939818,19,7,379.2703814
DEV102145,warning,updated,C,Team3,OK,55.81469503,4.507663621,12,3,218.7964593
DEV102146,warning,pending,A,Team3,FAIL,28.21908629,3.992651974,4,3,448.3916713
DEV102147,warning,pending,B,Team3,OK,81.64958403,4.979909486,1,2,141.4524936
DEV102148,critical,outdated,B,Team1,CHECK,67.38444328,3.796788128,4,5,782.9897579
DEV102149,critical,outdated,A,Team3,OK,13.29832412,3.227212623,6,7,220.9849314
DEV102150,good,updated,A,Team3,OK,87.35319037,4.035841476,14,6,467.8553238
DEV102151,warning,pending,B,Team2,OK,38.05408156,4.507042374,16,3,181.6640472
DEV102152,warning,outdated,B,Team2,FAIL,29.69490618,3.180538346,6,2,953.9441325
DEV102153,critical,updated,C,Team3,OK,83.99850138,3.445483688,3,0,445.3583938
DEV102154,warning,outdated,A,Team1,OK,11.99193906,4.052412684,10,7,177.5031487
DEV102155,good,pending,A,Team3,CHECK,2.568258863,4.273233271,2,3,504.9046472
DEV102156,critical,outdated,A,Team2,CHECK,85.74673823,4.891066521,4,5,842.7089725
DEV102157,good,outdated,A,Team1,OK,24.03600763,3.048847791,19,4,631.0942942
DEV102158,good,pending,C,Team3,OK,68.52028594,4.463215602,4,2,384.7493032
DEV102159,good,outdated,A,Team3,OK,19.27856864,3.827124879,6,0,615.955583
DEV102160,warning,outdated,B,Team2,OK,99.94042344,4.116143444,0,5,115.3132862
DEV102161,critical,pending,B,Team2,FAIL,36.44614046,3.293652908,4,0,330.771132
DEV102162,critical,outdated,C,Team1,FAIL,78.56463595,3.840769258,6,3,214.3357337
DEV102163,critical,pending,B,Team1,FAIL,12.84531144,4.856497156,19,0,222.3964876
DEV102164,critical,pending,C,Team1,CHECK,46.10599023,4.44395363,10,4,610.9527945
DEV102165,critical,updated,B,Team2,FAIL,12.83107665,3.413826589,16,5,123.8123004
DEV102166,warning,outdated,B,Team1,OK,19.9829884,3.782392963,13,9,272.179662
DEV102167,good,pending,A,Team1,CHECK,61.44856849,4.377741711,10,9,266.5950749
DEV102168,critical,updated,B,Team1,CHECK,27.67586782,4.616558961,18,2,257.9739336
DEV102169,good,updated,C,Team1,OK,55.07647583,4.511741925,6,9,126.2779341
DEV102170,critical,pending,B,Team3,CHECK,86.77083051,3.976040581,12,3,826.8594239
DEV102171,good,outdated,A,Team1,FAIL,29.8726828,4.197316224,13,4,906.313463
DEV102172,critical,outdated,C,Team3,FAIL,59.66897478,4.982361313,10,9,411.6992698
DEV102173,good,pending,C,Team1,OK,71.80605219,4.145944545,0,5,931.1940458
DEV102174,critical,pending,C,Team2,CHECK,94.32015355,3.655057327,17,8,407.2132728
DEV102175,critical,pending,A,Team2,FAIL,95.00698158,4.077154368,8,9,747.3980768
DEV102176,good,outdated,B,Team1,FAIL,9.037290059,4.64728531,13,0,504.5522647
DEV102177,warning,updated,C,Team1,CHECK,28.81087241,3.177025667,5,4,254.091219
DEV102178,warning,outdated,B,Team1,OK,87.85656384,4.864400126,5,3,289.7420881
DEV102179,warning,pending,A,Team2,CHECK,43.30014595,4.037736076,17,6,271.8055992
DEV102180,critical,pending,B,Team2,FAIL,8.256049822,4.948622133,4,3,670.1343126
DEV102181,,updated,A,Team1,FAIL,46.13241697,4.031000128,3,5,688.6617279
DEV102182,warning,outdated,B,Team1,CHECK,26.21807145,3.955798836,19,9,513.4356508
DEV102183,critical,outdated,C,Team3,OK,94.53789238,4.650478881,5,8,746.3343426
DEV102184,warning,updated,C,Team1,OK,20.35894126,3.603699883,2,1,687.6597393
DEV102185,warning,pending,C,Team2,FAIL,36.12962981,4.964356063,5,6,534.5542585
DEV102186,warning,outdated,A,Team3,CHECK,53.80281316,3.558950062,2,2,654.7921073
DEV102187,good,pending,B,Team2,FAIL,98.67623568,4.615714281,8,9,313.2703493
DEV102188,good,pending,A,Team2,CHECK,19.78163967,4.176482029,19,9,742.7693024
DEV102189,warning,pending,C,Team2,FAIL,25.16263229,3.458698407,9,0,492.8176407
DEV102190,warning,pending,B,Team3,OK,72.8842906,4.883961864,1,4,838.9558384
DEV102191,good,updated,B,Team2,FAIL,17.39960857,3.31547304,17,9,429.2619798
DEV102192,critical,updated,A,Team1,FAIL,29.44383438,4.732707923,18,6,817.3864922
DEV102193,good,outdated,B,Team1,OK,12.58363371,3.587418489,4,0,735.5267285
DEV102194,good,outdated,A,Team1,OK,30.20491724,3.636429886,5,2,302.1954911
DEV102195,critical,outdated,C,Team1,OK,75.85126743,4.90542549,8,9,373.7953471
DEV102196,critical,pending,B,Team3,CHECK,22.5529119,3.487965295,14,5,261.3800464
DEV102197,critical,updated,B,Team1,FAIL,29.92308007,3.033130803,1,0,845.7870125
DEV102198,good,outdated,C,Team1,FAIL,31.88662209,3.461820576,18,0,475.7793591
DEV102199,warning,pending,C,Team2,OK,99.34936407,4.28646835,8,9,145.9730884
DEV102200,good,pending,B,Team1,FAIL,53.75193934,4.6614935,0,9,503.2799462
DEV102201,good,pending,C,Team1,CHECK,57.32266832,3.866967032,9,8,838.7999995
DEV102202,warning,outdated,B,Team2,OK,75.33772723,3.932274827,12,1,304.7477957
DEV102203,critical,pending,C,Team2,OK,38.33603808,4.636406014,8,4,330.0209666
DEV102204,warning,updated,C,Team2,OK,73.08457935,3.667460064,6,1,731.2885982
DEV102205,warning,pending,C,Team1,FAIL,87.39433056,4.78215871,7,8,365.668281
DEV102206,critical,pending,A,Team1,OK,58.19317681,4.239705923,8,6,776.0621886
DEV102207,good,outdated,A,Team3,CHECK,49.35893961,4.752050273,7,6,569.9341744
DEV102208,critical,pending,A,Team2,FAIL,13.51397271,3.821823911,3,3,624.2996396
DEV102209,good,updated,B,Team3,OK,79.88231755,4.785022333,19,8,280.9300629
DEV102210,critical,updated,C,Team3,OK,30.2428016,3.029837061,1,7,739.6233248
DEV102211,good,outdated,A,Team1,OK,62.31864856,3.450005398,17,6,817.5874252
DEV102212,warning,updated,C,Team3,OK,19.3287333,4.836203215,17,1,673.0210122
DEV102213,good,outdated,A,Team2,CHECK,57.93698741,4.279334977,17,9,855.1986665
DEV102214,warning,updated,A,Team2,CHECK,91.58345128,3.88465372,14,7,421.9682737
DEV102215,warning,updated,B,Team3,FAIL,46.56437666,3.432316371,12,2,692.6318541
DEV102216,critical,outdated,A,Team1,FAIL,50.04246544,4.092405272,10,1,218.7605095
DEV102217,warning,pending,B,Team2,CHECK,90.86326273,3.87035575,3,8,550.3022734
DEV102218,good,outdated,A,Team1,OK,98.30640783,3.595119596,5,6,802.7738267
DEV102219,warning,pending,C,Team2,FAIL,2.262185099,3.446518947,4,8,636.465018
DEV102220,warning,outdated,A,Team3,OK,50.13822344,4.815515738,7,0,953.8384982
DEV102221,warning,updated,C,,FAIL,56.42466472,3.085623214,8,2,462.1861084
DEV102222,good,pending,A,Team1,FAIL,49.27573113,4.159657735,2,8,121.6630912
DEV102223,critical,pending,B,Team3,CHECK,27.47536712,3.211905482,4,2,574.2122642
DEV102224,warning,pending,B,Team2,FAIL,37.43275178,3.103348711,9,8,891.1547515
DEV102225,good,pending,A,Team1,CHECK,32.79448691,3.229682994,16,6,949.1124827
DEV102226,good,updated,B,Team2,OK,84.1118868,4.256782385,7,1,589.7462923
DEV102227,good,updated,A,Team1,OK,15.85913425,4.567549788,12,7,368.9136772
DEV102228,critical,outdated,A,Team2,CHECK,20.46666176,3.371879968,15,7,535.2484451
DEV102229,critical,pending,C,Team3,FAIL,79.88460365,4.706814341,5,0,765.0030474
DEV102230,critical,updated,C,Team2,CHECK,67.24317817,4.274718985,4,2,562.2001721
DEV102231,critical,outdated,A,Team3,FAIL,95.60189208,4.069696991,0,3,750.0928476
DEV102232,critical,updated,A,Team2,OK,36.54281598,3.563167937,2,4,881.8087803
DEV102233,warning,outdated,C,Team3,FAIL,44.21337538,3.450603525,19,5,464.6948549
DEV102234,good,outdated,A,Team2,OK,38.50275886,3.233059119,1,9,175.2833901
DEV102235,good,outdated,C,Team3,OK,13.63278047,4.482952557,18,6,775.050409
DEV102236,warning,updated,C,Team1,CHECK,32.90362702,3.770172327,6,9,981.0064394
DEV102237,warning,updated,C,Team3,FAIL,64.07671118,3.815082993,1,1,877.2753242
DEV102238,good,updated,A,Team2,FAIL,90.04364601,4.731832888,10,6,517.1558271
DEV102239,critical,pending,C,Team2,FAIL,96.25223391,4.235665631,8,8,797.2848344
DEV102240,warning,pending,B,Team1,CHECK,14.51508911,3.442932707,4,4,797.7195401
DEV102241,good,outdated,C,Team3,FAIL,53.11758855,3.0524278,12,8,643.4669715
DEV102242,warning,updated,C,Team1,OK,94.2144294,3.972111526,16,1,201.6652253
DEV102243,good,outdated,B,Team1,FAIL,87.86777229,4.309448957,14,5,319.0162966
DEV102244,good,outdated,A,Team2,OK,81.76972364,4.767644022,3,1,137.1277191
DEV102245,good,outdated,B,Team3,FAIL,61.55742163,4.583219062,8,1,822.209372
